lon,lat,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,province
83.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
93.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
100.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102.5,40,0,0,0,0,1,0,0,0,0,0,0,内蒙古自治区
103,40,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
103.5,40,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104,40,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104.5,40,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105,40,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
105.5,40,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106,40,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106.5,40,0,0,0,0,2,0,0,0,3,0,0,内蒙古自治区
107,40,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
107.5,40,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
108,40,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
108.5,40,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
109,40,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
109.5,40,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
110,40,0,0,0,0,3,0,0,3,2,0,2,内蒙古自治区
110.5,40,0,0,0,0,3,0,0,3,2,0,2,内蒙古自治区
111,40,0,0,0,0,3,0,0,4,2,0,2,内蒙古自治区
111.5,40,0,0,0,0,3,0,0,4,3,0,2,内蒙古自治区
112,40,0,0,0,0,3,0,0,4,3,0,2,内蒙古自治区
112.5,40,0,0,0,0,3,3,0,7,3,0,2,山西省
113,40,0,0,0,0,3,3,0,4,0,0,2,山西省
113.5,40,0,0,0,0,3,3,0,2,0,3,2,山西省
114,40,0,0,0,0,3,2,0,4,0,3,2,河北省
114.5,40,0,0,0,0,3,2,0,4,0,3,2,河北省
115,40,0,0,0,0,3,2,0,5,0,3,2,河北省
115.5,40,0,0,0,2,3,2,0,6,0,2,1,北京市
116,40,0,0,2,0,4,2,0,3,1,4,1,北京市
116.5,40,0,0,3,0,6,4,0,3,1,4,0,北京市
117,40,0,0,2,0,6,3,0,3,1,4,0,河北省
117.5,40,0,0,3,0,6,3,0,3,1,4,0,天津市
118,40,0,0,2,0,6,3,0,3,1,4,0,河北省
118.5,40,0,0,0,0,6,0,0,3,1,4,0,河北省
119,40,0,0,0,0,4,2,0,3,1,4,0,河北省
119.5,40,0,0,0,0,0,2,0,0,1,0,0,河北省
122,40,0,0,0,0,0,0,0,0,0,3,0,辽宁省
122.5,40,0,0,0,0,2,0,0,0,0,2,0,辽宁省
123,40,0,0,0,0,0,0,0,0,0,0,0,辽宁省
123.5,40,0,0,0,0,0,0,0,0,0,0,0,辽宁省
124,40,0,0,0,0,0,0,0,0,0,0,0,辽宁省
75.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,40.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,40.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,40.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
93.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99.5,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100,40.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100.5,40.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101,40.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,40.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,40.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102.5,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
103,40.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
103.5,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104.5,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105.5,40.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
106,40.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106.5,40.5,0,0,0,0,2,0,0,0,3,0,0,内蒙古自治区
107,40.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
107.5,40.5,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
108,40.5,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
108.5,40.5,0,0,0,0,3,0,0,2,2,0,2,内蒙古自治区
109,40.5,0,0,0,0,3,0,0,2,2,0,2,内蒙古自治区
109.5,40.5,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
110,40.5,0,0,0,0,3,0,0,3,2,0,2,内蒙古自治区
110.5,40.5,0,0,0,0,2,0,0,3,2,0,2,内蒙古自治区
111,40.5,0,0,0,0,0,0,0,3,2,0,2,内蒙古自治区
111.5,40.5,0,0,0,0,3,0,0,3,2,0,2,内蒙古自治区
112,40.5,0,0,0,0,2,0,0,3,3,0,2,内蒙古自治区
112.5,40.5,0,0,0,0,2,3,0,3,3,0,2,内蒙古自治区
113,40.5,0,0,0,0,3,3,0,4,3,3,2,内蒙古自治区
113.5,40.5,0,0,0,0,3,3,0,4,3,3,2,内蒙古自治区
114,40.5,0,0,0,0,3,3,0,5,3,3,2,山西省
114.5,40.5,0,0,0,0,3,2,0,7,3,3,2,河北省
115,40.5,0,0,0,0,3,2,0,6,0,3,2,河北省
115.5,40.5,0,0,2,2,3,2,0,7,0,0,1,河北省
116,40.5,0,0,2,0,4,2,0,3,1,0,1,北京市
116.5,40.5,0,0,2,0,6,2,0,3,1,2,0,北京市
117,40.5,0,0,2,0,6,3,0,3,1,0,0,北京市
117.5,40.5,0,0,0,0,6,2,0,3,1,3,0,河北省
118,40.5,0,0,0,0,6,2,0,3,1,3,0,河北省
118.5,40.5,0,0,0,0,6,0,0,3,1,3,0,河北省
119,40.5,0,0,0,0,4,0,0,3,1,3,0,河北省
119.5,40.5,0,0,0,0,4,0,0,3,3,3,0,河北省
120,40.5,0,0,0,0,4,3,0,2,3,2,0,辽宁省
120.5,40.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
122.5,40.5,0,0,0,0,2,0,0,0,0,3,0,辽宁省
123,40.5,0,0,0,0,2,0,0,2,0,0,0,辽宁省
123.5,40.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
124,40.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
124.5,40.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
77,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,41,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,41,0,2,0,0,2,0,0,0,2,0,2,新疆维吾尔自治区
80,41,0,0,0,0,2,0,0,0,2,0,0,新疆维吾尔自治区
80.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93.5,41,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
94,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94.5,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97.5,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98,41,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98.5,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
99,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
99.5,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
100,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
100.5,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,41,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102.5,41,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
103,41,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
103.5,41,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104,41,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104.5,41,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105,41,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105.5,41,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
106,41,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
106.5,41,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
107,41,0,0,0,0,2,0,0,3,2,0,2,内蒙古自治区
107.5,41,0,0,0,0,2,0,0,2,2,0,0,内蒙古自治区
108,41,0,0,0,0,3,0,0,2,2,0,0,内蒙古自治区
108.5,41,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
109,41,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
109.5,41,0,0,0,0,2,0,0,1,2,0,2,内蒙古自治区
110,41,0,0,0,0,2,0,0,1,2,0,2,内蒙古自治区
110.5,41,0,0,0,0,2,0,0,1,2,0,2,内蒙古自治区
111,41,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
111.5,41,0,0,0,0,2,3,0,0,2,0,2,内蒙古自治区
112,41,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
112.5,41,0,0,0,0,2,3,0,0,2,0,2,内蒙古自治区
113,41,0,0,0,2,2,3,0,0,2,0,2,内蒙古自治区
113.5,41,0,0,0,0,3,3,0,2,2,3,2,内蒙古自治区
114,41,0,0,0,0,3,3,0,2,2,3,2,河北省
114.5,41,0,0,0,0,3,2,0,6,3,3,2,河北省
115,41,0,0,2,0,3,2,0,4,0,2,2,河北省
115.5,41,0,0,0,0,3,2,0,4,0,0,2,河北省
116,41,0,0,2,0,4,2,0,4,1,0,1,河北省
116.5,41,0,0,0,0,4,2,0,4,3,0,1,河北省
117,41,0,0,0,0,4,2,0,3,1,0,0,河北省
117.5,41,0,0,0,2,4,2,0,3,3,3,0,河北省
118,41,0,0,0,2,4,2,0,3,3,3,0,河北省
118.5,41,0,0,0,0,4,0,0,3,3,3,0,河北省
119,41,0,0,0,0,3,0,0,3,3,3,0,河北省
119.5,41,0,0,0,0,4,2,0,3,3,3,0,辽宁省
120,41,0,0,0,2,4,4,0,4,4,3,0,辽宁省
120.5,41,0,0,0,0,4,5,0,3,4,2,0,辽宁省
121,41,0,0,0,0,0,0,0,0,0,0,0,辽宁省
121.5,41,0,0,0,0,0,0,0,0,0,0,0,辽宁省
122,41,0,0,0,0,0,0,0,0,0,3,0,辽宁省
122.5,41,0,0,0,0,2,0,0,2,0,3,0,辽宁省
123,41,0,0,0,0,2,0,0,3,0,3,0,辽宁省
123.5,41,0,0,0,0,3,0,0,0,0,2,0,辽宁省
124,41,0,0,0,0,2,0,0,0,0,0,0,辽宁省
124.5,41,0,0,0,0,2,0,0,0,0,0,0,辽宁省
125,41,0,0,0,0,2,0,0,0,0,0,0,辽宁省
125.5,41,0,0,0,0,2,0,0,0,0,0,0,辽宁省
126,41,0,0,0,0,1,0,0,0,0,0,0,吉林省
79,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,41.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
94,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
94.5,41.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
95,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97.5,41.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
98.5,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
99,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
99.5,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
100,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
100.5,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,41.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
102.5,41.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
103,41.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
103.5,41.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104,41.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104.5,41.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
105,41.5,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
105.5,41.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
106,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
106.5,41.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
107,41.5,0,0,0,0,2,0,0,0,2,0,0,内蒙古自治区
107.5,41.5,0,0,0,0,2,0,0,2,0,0,0,内蒙古自治区
108,41.5,0,0,0,0,3,0,0,3,2,0,1,内蒙古自治区
108.5,41.5,0,0,0,0,2,0,0,3,2,0,1,内蒙古自治区
109,41.5,0,0,0,0,2,0,0,1,2,0,2,内蒙古自治区
109.5,41.5,0,0,0,0,2,0,0,3,2,0,2,内蒙古自治区
110,41.5,0,0,0,0,2,0,0,3,2,0,2,内蒙古自治区
110.5,41.5,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
111,41.5,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
111.5,41.5,0,0,0,0,2,0,0,0,2,0,2,内蒙古自治区
112,41.5,0,0,0,0,2,3,0,0,2,0,2,内蒙古自治区
112.5,41.5,0,0,0,2,2,3,0,0,2,0,2,内蒙古自治区
113,41.5,0,0,0,2,2,3,0,2,2,0,2,内蒙古自治区
113.5,41.5,0,0,0,0,3,3,0,2,2,3,2,内蒙古自治区
114,41.5,0,0,0,0,3,3,0,2,2,3,2,河北省
114.5,41.5,0,0,0,0,3,3,0,3,2,3,2,河北省
115,41.5,0,0,0,0,3,2,0,3,2,2,2,河北省
115.5,41.5,0,0,0,0,4,2,0,3,2,3,2,河北省
116,41.5,0,0,2,0,4,2,0,4,0,2,2,河北省
116.5,41.5,0,0,0,2,4,3,0,6,3,0,1,河北省
117,41.5,0,0,0,2,4,2,0,4,3,0,1,河北省
117.5,41.5,0,0,0,2,4,2,0,3,3,2,0,河北省
118,41.5,0,0,0,0,3,2,0,3,3,2,0,河北省
118.5,41.5,0,0,0,0,3,2,0,3,3,2,0,内蒙古自治区
119,41.5,0,0,0,2,2,4,0,4,3,3,0,内蒙古自治区
119.5,41.5,0,0,0,2,2,4,0,4,3,3,0,辽宁省
120,41.5,0,0,0,2,2,5,0,4,6,3,0,辽宁省
120.5,41.5,0,0,0,2,2,6,0,4,3,3,0,辽宁省
121,41.5,0,0,0,2,2,4,2,2,1,3,0,辽宁省
121.5,41.5,0,0,0,0,0,2,0,2,1,2,0,辽宁省
122,41.5,0,0,0,0,0,2,0,0,1,3,0,辽宁省
122.5,41.5,0,0,0,0,2,0,0,2,0,3,0,辽宁省
123,41.5,0,0,0,0,2,0,0,3,0,3,0,辽宁省
123.5,41.5,0,0,0,0,3,0,0,3,0,3,0,辽宁省
124,41.5,0,0,0,0,3,0,0,0,0,0,0,辽宁省
124.5,41.5,0,0,0,0,2,0,0,0,0,0,0,辽宁省
125,41.5,0,0,0,0,2,0,0,0,0,0,0,辽宁省
125.5,41.5,0,0,0,0,1,0,0,0,0,0,0,吉林省
126,41.5,0,0,0,0,1,0,0,0,0,0,0,吉林省
126.5,41.5,0,0,0,0,1,0,0,0,0,2,0,吉林省
127.5,41.5,0,0,0,0,1,0,0,2,0,2,0,吉林省
128,41.5,0,0,0,0,1,0,0,2,0,2,0,吉林省
80,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,42,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
